instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
20236034,79047,CIPLA25SEP1360PE,CIPLA,0.0,2025-09-30,1360.0,0.05,375,PE,NFO-OPT,NFO
20244482,79080,CIPLA25SEP1640CE,CIPLA,0.0,2025-09-30,1640.0,0.05,375,CE,NFO-OPT,NFO
20244738,79081,CIPLA25SEP1640PE,CIPLA,0.0,2025-09-30,1640.0,0.05,375,PE,NFO-OPT,NFO
19467778,76046,CIPLA25SEP1660PE,CIPLA,0.0,2025-09-30,1660.0,0.05,375,PE,NFO-OPT,NFO
20246018,79086,CIPLA25SEP1760CE,CIPLA,0.0,2025-09-30,1760.0,0.05,375,CE,NFO-OPT,NFO
20246274,79087,CIPLA25SEP1760PE,CIPLA,0.0,2025-09-30,1760.0,0.05,375,PE,NFO-OPT,NFO
20245506,79084,CIPLA25SEP1720CE,CIPLA,0.0,2025-09-30,1720.0,0.05,375,CE,NFO-OPT,NFO
20245762,79085,CIPLA25SEP1720PE,CIPLA,0.0,2025-09-30,1720.0,0.05,375,PE,NFO-OPT,NFO
20244994,79082,CIPLA25SEP1680CE,CIPLA,0.0,2025-09-30,1680.0,0.05,375,CE,NFO-OPT,NFO
20245250,79083,CIPLA25SEP1680PE,CIPLA,0.0,2025-09-30,1680.0,0.05,375,PE,NFO-OPT,NFO
19467522,76045,CIPLA25SEP1660CE,CIPLA,0.0,2025-09-30,1660.0,0.05,375,CE,NFO-OPT,NFO
19461378,76021,CIPLA25SEP1340CE,CIPLA,0.0,2025-09-30,1340.0,0.05,375,CE,NFO-OPT,NFO
19463682,76030,CIPLA25SEP1340PE,CIPLA,0.0,2025-09-30,1340.0,0.05,375,PE,NFO-OPT,NFO
20223490,78998,CIPLA25SEP1320CE,CIPLA,0.0,2025-09-30,1320.0,0.05,375,CE,NFO-OPT,NFO
20228354,79017,CIPLA25SEP1320PE,CIPLA,0.0,2025-09-30,1320.0,0.05,375,PE,NFO-OPT,NFO
20222978,78996,CIPLA25SEP1280CE,CIPLA,0.0,2025-09-30,1280.0,0.05,375,CE,NFO-OPT,NFO
20223234,78997,CIPLA25SEP1280PE,CIPLA,0.0,2025-09-30,1280.0,0.05,375,PE,NFO-OPT,NFO
20222466,78994,CIPLA25SEP1240CE,CIPLA,0.0,2025-09-30,1240.0,0.05,375,CE,NFO-OPT,NFO
20222722,78995,CIPLA25SEP1240PE,CIPLA,0.0,2025-09-30,1240.0,0.05,375,PE,NFO-OPT,NFO
19549186,76364,CIPLA25OCT1280CE,CIPLA,0.0,2025-10-28,1280.0,0.05,375,CE,NFO-OPT,NFO
19549442,76365,CIPLA25OCT1280PE,CIPLA,0.0,2025-10-28,1280.0,0.05,375,PE,NFO-OPT,NFO
19549698,76366,CIPLA25OCT1320CE,CIPLA,0.0,2025-10-28,1320.0,0.05,375,CE,NFO-OPT,NFO
19550466,76369,CIPLA25OCT1320PE,CIPLA,0.0,2025-10-28,1320.0,0.05,375,PE,NFO-OPT,NFO
19550722,76370,CIPLA25OCT1360CE,CIPLA,0.0,2025-10-28,1360.0,0.05,375,CE,NFO-OPT,NFO
19550978,76371,CIPLA25OCT1360PE,CIPLA,0.0,2025-10-28,1360.0,0.05,375,PE,NFO-OPT,NFO
19551234,76372,CIPLA25OCT1400CE,CIPLA,0.0,2025-10-28,1400.0,0.05,375,CE,NFO-OPT,NFO
19551490,76373,CIPLA25OCT1400PE,CIPLA,0.0,2025-10-28,1400.0,0.05,375,PE,NFO-OPT,NFO
19551746,76374,CIPLA25OCT1440CE,CIPLA,0.0,2025-10-28,1440.0,0.05,375,CE,NFO-OPT,NFO
19552002,76375,CIPLA25OCT1440PE,CIPLA,0.0,2025-10-28,1440.0,0.05,375,PE,NFO-OPT,NFO
19552258,76376,CIPLA25OCT1480CE,CIPLA,0.0,2025-10-28,1480.0,0.05,375,CE,NFO-OPT,NFO
19552514,76377,CIPLA25OCT1480PE,CIPLA,0.0,2025-10-28,1480.0,0.05,375,PE,NFO-OPT,NFO
19552770,76378,CIPLA25OCT1520CE,CIPLA,0.0,2025-10-28,1520.0,0.05,375,CE,NFO-OPT,NFO
19553282,76380,CIPLA25OCT1520PE,CIPLA,0.0,2025-10-28,1520.0,0.05,375,PE,NFO-OPT,NFO
19553538,76381,CIPLA25OCT1560CE,CIPLA,0.0,2025-10-28,1560.0,0.05,375,CE,NFO-OPT,NFO
19553794,76382,CIPLA25OCT1560PE,CIPLA,0.0,2025-10-28,1560.0,0.05,375,PE,NFO-OPT,NFO
19554050,76383,CIPLA25OCT1600CE,CIPLA,0.0,2025-10-28,1600.0,0.05,375,CE,NFO-OPT,NFO
19554306,76384,CIPLA25OCT1600PE,CIPLA,0.0,2025-10-28,1600.0,0.05,375,PE,NFO-OPT,NFO
19554562,76385,CIPLA25OCT1640CE,CIPLA,0.0,2025-10-28,1640.0,0.05,375,CE,NFO-OPT,NFO
19554818,76386,CIPLA25OCT1640PE,CIPLA,0.0,2025-10-28,1640.0,0.05,375,PE,NFO-OPT,NFO
19563010,76418,CIPLA25OCT1680CE,CIPLA,0.0,2025-10-28,1680.0,0.05,375,CE,NFO-OPT,NFO
19563266,76419,CIPLA25OCT1680PE,CIPLA,0.0,2025-10-28,1680.0,0.05,375,PE,NFO-OPT,NFO
19565058,76426,CIPLA25OCT1760CE,CIPLA,0.0,2025-10-28,1760.0,0.05,375,CE,NFO-OPT,NFO
19565826,76429,CIPLA25OCT1760PE,CIPLA,0.0,2025-10-28,1760.0,0.05,375,PE,NFO-OPT,NFO
20308738,79331,COALINDIA25AUG375CE,COALINDIA,0.0,2025-08-28,375.0,0.05,1350,CE,NFO-OPT,NFO
20308994,79332,COALINDIA25AUG375PE,COALINDIA,0.0,2025-08-28,375.0,0.05,1350,PE,NFO-OPT,NFO
22551810,88093,COALINDIA25AUG380CE,COALINDIA,0.0,2025-08-28,380.0,0.05,1350,CE,NFO-OPT,NFO
22552066,88094,COALINDIA25AUG380PE,COALINDIA,0.0,2025-08-28,380.0,0.05,1350,PE,NFO-OPT,NFO
22551298,88091,COALINDIA25AUG370CE,COALINDIA,0.0,2025-08-28,370.0,0.05,1350,CE,NFO-OPT,NFO
22551554,88092,COALINDIA25AUG370PE,COALINDIA,0.0,2025-08-28,370.0,0.05,1350,PE,NFO-OPT,NFO
20309250,79333,COALINDIA25AUG385CE,COALINDIA,0.0,2025-08-28,385.0,0.05,1350,CE,NFO-OPT,NFO
20309506,79334,COALINDIA25AUG385PE,COALINDIA,0.0,2025-08-28,385.0,0.05,1350,PE,NFO-OPT,NFO
20308226,79329,COALINDIA25AUG365CE,COALINDIA,0.0,2025-08-28,365.0,0.05,1350,CE,NFO-OPT,NFO
20308482,79330,COALINDIA25AUG365PE,COALINDIA,0.0,2025-08-28,365.0,0.05,1350,PE,NFO-OPT,NFO
22552322,88095,COALINDIA25AUG390CE,COALINDIA,0.0,2025-08-28,390.0,0.05,1350,CE,NFO-OPT,NFO
22552578,88096,COALINDIA25AUG390PE,COALINDIA,0.0,2025-08-28,390.0,0.05,1350,PE,NFO-OPT,NFO
22549762,88085,COALINDIA25AUG360CE,COALINDIA,0.0,2025-08-28,360.0,0.05,1350,CE,NFO-OPT,NFO
22551042,88090,COALINDIA25AUG360PE,COALINDIA,0.0,2025-08-28,360.0,0.05,1350,PE,NFO-OPT,NFO
20309762,79335,COALINDIA25AUG395CE,COALINDIA,0.0,2025-08-28,395.0,0.05,1350,CE,NFO-OPT,NFO
20334082,79430,COALINDIA25AUG395PE,COALINDIA,0.0,2025-08-28,395.0,0.05,1350,PE,NFO-OPT,NFO
20304642,79315,COALINDIA25AUG355CE,COALINDIA,0.0,2025-08-28,355.0,0.05,1350,CE,NFO-OPT,NFO
20304898,79316,COALINDIA25AUG355PE,COALINDIA,0.0,2025-08-28,355.0,0.05,1350,PE,NFO-OPT,NFO
22552834,88097,COALINDIA25AUG400CE,COALINDIA,0.0,2025-08-28,400.0,0.05,1350,CE,NFO-OPT,NFO
22553090,88098,COALINDIA25AUG400PE,COALINDIA,0.0,2025-08-28,400.0,0.05,1350,PE,NFO-OPT,NFO
22544130,88063,COALINDIA25AUG350CE,COALINDIA,0.0,2025-08-28,350.0,0.05,1350,CE,NFO-OPT,NFO
22549506,88084,COALINDIA25AUG350PE,COALINDIA,0.0,2025-08-28,350.0,0.05,1350,PE,NFO-OPT,NFO
20334338,79431,COALINDIA25AUG405CE,COALINDIA,0.0,2025-08-28,405.0,0.05,1350,CE,NFO-OPT,NFO
20334594,79432,COALINDIA25AUG405PE,COALINDIA,0.0,2025-08-28,405.0,0.05,1350,PE,NFO-OPT,NFO
20304130,79313,COALINDIA25AUG345CE,COALINDIA,0.0,2025-08-28,345.0,0.05,1350,CE,NFO-OPT,NFO
20304386,79314,COALINDIA25AUG345PE,COALINDIA,0.0,2025-08-28,345.0,0.05,1350,PE,NFO-OPT,NFO
22553346,88099,COALINDIA25AUG410CE,COALINDIA,0.0,2025-08-28,410.0,0.05,1350,CE,NFO-OPT,NFO
22553602,88100,COALINDIA25AUG410PE,COALINDIA,0.0,2025-08-28,410.0,0.05,1350,PE,NFO-OPT,NFO
22530818,88011,COALINDIA25AUG340CE,COALINDIA,0.0,2025-08-28,340.0,0.05,1350,CE,NFO-OPT,NFO
22531074,88012,COALINDIA25AUG340PE,COALINDIA,0.0,2025-08-28,340.0,0.05,1350,PE,NFO-OPT,NFO
20335106,79434,COALINDIA25AUG415PE,COALINDIA,0.0,2025-08-28,415.0,0.05,1350,PE,NFO-OPT,NFO
22556930,88113,COALINDIA25AUG460CE,COALINDIA,0.0,2025-08-28,460.0,0.05,1350,CE,NFO-OPT,NFO
22556418,88111,COALINDIA25AUG450CE,COALINDIA,0.0,2025-08-28,450.0,0.05,1350,CE,NFO-OPT,NFO
22556674,88112,COALINDIA25AUG450PE,COALINDIA,0.0,2025-08-28,450.0,0.05,1350,PE,NFO-OPT,NFO
22555394,88107,COALINDIA25AUG440CE,COALINDIA,0.0,2025-08-28,440.0,0.05,1350,CE,NFO-OPT,NFO
22555650,88108,COALINDIA25AUG440PE,COALINDIA,0.0,2025-08-28,440.0,0.05,1350,PE,NFO-OPT,NFO
20335874,79437,COALINDIA25AUG435CE,COALINDIA,0.0,2025-08-28,435.0,0.05,1350,CE,NFO-OPT,NFO
20336130,79438,COALINDIA25AUG435PE,COALINDIA,0.0,2025-08-28,435.0,0.05,1350,PE,NFO-OPT,NFO
22554370,88103,COALINDIA25AUG430CE,COALINDIA,0.0,2025-08-28,430.0,0.05,1350,CE,NFO-OPT,NFO
22554626,88104,COALINDIA25AUG430PE,COALINDIA,0.0,2025-08-28,430.0,0.05,1350,PE,NFO-OPT,NFO
20335618,79436,COALINDIA25AUG425PE,COALINDIA,0.0,2025-08-28,425.0,0.05,1350,PE,NFO-OPT,NFO
22553858,88101,COALINDIA25AUG420CE,COALINDIA,0.0,2025-08-28,420.0,0.05,1350,CE,NFO-OPT,NFO
22554114,88102,COALINDIA25AUG420PE,COALINDIA,0.0,2025-08-28,420.0,0.05,1350,PE,NFO-OPT,NFO
20334850,79433,COALINDIA25AUG415CE,COALINDIA,0.0,2025-08-28,415.0,0.05,1350,CE,NFO-OPT,NFO
20303618,79311,COALINDIA25AUG335CE,COALINDIA,0.0,2025-08-28,335.0,0.05,1350,CE,NFO-OPT,NFO
20303874,79312,COALINDIA25AUG335PE,COALINDIA,0.0,2025-08-28,335.0,0.05,1350,PE,NFO-OPT,NFO
22514946,87949,COALINDIA25AUG330CE,COALINDIA,0.0,2025-08-28,330.0,0.05,1350,CE,NFO-OPT,NFO
22516994,87957,COALINDIA25AUG330PE,COALINDIA,0.0,2025-08-28,330.0,0.05,1350,PE,NFO-OPT,NFO
22514434,87947,COALINDIA25AUG320CE,COALINDIA,0.0,2025-08-28,320.0,0.05,1350,CE,NFO-OPT,NFO
22514690,87948,COALINDIA25AUG320PE,COALINDIA,0.0,2025-08-28,320.0,0.05,1350,PE,NFO-OPT,NFO
22513922,87945,COALINDIA25AUG310CE,COALINDIA,0.0,2025-08-28,310.0,0.05,1350,CE,NFO-OPT,NFO
22514178,87946,COALINDIA25AUG310PE,COALINDIA,0.0,2025-08-28,310.0,0.05,1350,PE,NFO-OPT,NFO
20363010,79543,COALINDIA25SEP380CE,COALINDIA,0.0,2025-09-30,380.0,0.05,1350,CE,NFO-OPT,NFO
20363266,79544,COALINDIA25SEP380PE,COALINDIA,0.0,2025-09-30,380.0,0.05,1350,PE,NFO-OPT,NFO
19618562,76635,COALINDIA25SEP375CE,COALINDIA,0.0,2025-09-30,375.0,0.05,1350,CE,NFO-OPT,NFO
19618818,76636,COALINDIA25SEP375PE,COALINDIA,0.0,2025-09-30,375.0,0.05,1350,PE,NFO-OPT,NFO
19619074,76637,COALINDIA25SEP385CE,COALINDIA,0.0,2025-09-30,385.0,0.05,1350,CE,NFO-OPT,NFO
19619330,76638,COALINDIA25SEP385PE,COALINDIA,0.0,2025-09-30,385.0,0.05,1350,PE,NFO-OPT,NFO
20362498,79541,COALINDIA25SEP370CE,COALINDIA,0.0,2025-09-30,370.0,0.05,1350,CE,NFO-OPT,NFO
20362754,79542,COALINDIA25SEP370PE,COALINDIA,0.0,2025-09-30,370.0,0.05,1350,PE,NFO-OPT,NFO
20363522,79545,COALINDIA25SEP390CE,COALINDIA,0.0,2025-09-30,390.0,0.05,1350,CE,NFO-OPT,NFO
20364290,79548,COALINDIA25SEP390PE,COALINDIA,0.0,2025-09-30,390.0,0.05,1350,PE,NFO-OPT,NFO
19618050,76633,COALINDIA25SEP365CE,COALINDIA,0.0,2025-09-30,365.0,0.05,1350,CE,NFO-OPT,NFO
19618306,76634,COALINDIA25SEP365PE,COALINDIA,0.0,2025-09-30,365.0,0.05,1350,PE,NFO-OPT,NFO
19619586,76639,COALINDIA25SEP395CE,COALINDIA,0.0,2025-09-30,395.0,0.05,1350,CE,NFO-OPT,NFO
19619842,76640,COALINDIA25SEP395PE,COALINDIA,0.0,2025-09-30,395.0,0.05,1350,PE,NFO-OPT,NFO
20361986,79539,COALINDIA25SEP360CE,COALINDIA,0.0,2025-09-30,360.0,0.05,1350,CE,NFO-OPT,NFO
20362242,79540,COALINDIA25SEP360PE,COALINDIA,0.0,2025-09-30,360.0,0.05,1350,PE,NFO-OPT,NFO
20364546,79549,COALINDIA25SEP400CE,COALINDIA,0.0,2025-09-30,400.0,0.05,1350,CE,NFO-OPT,NFO
20364802,79550,COALINDIA25SEP400PE,COALINDIA,0.0,2025-09-30,400.0,0.05,1350,PE,NFO-OPT,NFO
19617538,76631,COALINDIA25SEP355CE,COALINDIA,0.0,2025-09-30,355.0,0.05,1350,CE,NFO-OPT,NFO
19617794,76632,COALINDIA25SEP355PE,COALINDIA,0.0,2025-09-30,355.0,0.05,1350,PE,NFO-OPT,NFO
19620098,76641,COALINDIA25SEP405CE,COALINDIA,0.0,2025-09-30,405.0,0.05,1350,CE,NFO-OPT,NFO
19620354,76642,COALINDIA25SEP405PE,COALINDIA,0.0,2025-09-30,405.0,0.05,1350,PE,NFO-OPT,NFO
20360962,79535,COALINDIA25SEP350CE,COALINDIA,0.0,2025-09-30,350.0,0.05,1350,CE,NFO-OPT,NFO
20361730,79538,COALINDIA25SEP350PE,COALINDIA,0.0,2025-09-30,350.0,0.05,1350,PE,NFO-OPT,NFO
20365058,79551,COALINDIA25SEP410CE,COALINDIA,0.0,2025-09-30,410.0,0.05,1350,CE,NFO-OPT,NFO
20365314,79552,COALINDIA25SEP410PE,COALINDIA,0.0,2025-09-30,410.0,0.05,1350,PE,NFO-OPT,NFO
19617026,76629,COALINDIA25SEP345CE,COALINDIA,0.0,2025-09-30,345.0,0.05,1350,CE,NFO-OPT,NFO
19617282,76630,COALINDIA25SEP345PE,COALINDIA,0.0,2025-09-30,345.0,0.05,1350,PE,NFO-OPT,NFO
19620610,76643,COALINDIA25SEP415CE,COALINDIA,0.0,2025-09-30,415.0,0.05,1350,CE,NFO-OPT,NFO
19620866,76644,COALINDIA25SEP415PE,COALINDIA,0.0,2025-09-30,415.0,0.05,1350,PE,NFO-OPT,NFO
20365826,79554,COALINDIA25SEP420PE,COALINDIA,0.0,2025-09-30,420.0,0.05,1350,PE,NFO-OPT,NFO
20366594,79557,COALINDIA25SEP440CE,COALINDIA,0.0,2025-09-30,440.0,0.05,1350,CE,NFO-OPT,NFO
20366850,79558,COALINDIA25SEP440PE,COALINDIA,0.0,2025-09-30,440.0,0.05,1350,PE,NFO-OPT,NFO
20366082,79555,COALINDIA25SEP430CE,COALINDIA,0.0,2025-09-30,430.0,0.05,1350,CE,NFO-OPT,NFO
20366338,79556,COALINDIA25SEP430PE,COALINDIA,0.0,2025-09-30,430.0,0.05,1350,PE,NFO-OPT,NFO
20365570,79553,COALINDIA25SEP420CE,COALINDIA,0.0,2025-09-30,420.0,0.05,1350,CE,NFO-OPT,NFO
20360450,79533,COALINDIA25SEP340CE,COALINDIA,0.0,2025-09-30,340.0,0.05,1350,CE,NFO-OPT,NFO
20360706,79534,COALINDIA25SEP340PE,COALINDIA,0.0,2025-09-30,340.0,0.05,1350,PE,NFO-OPT,NFO
19616514,76627,COALINDIA25SEP335CE,COALINDIA,0.0,2025-09-30,335.0,0.05,1350,CE,NFO-OPT,NFO
19616770,76628,COALINDIA25SEP335PE,COALINDIA,0.0,2025-09-30,335.0,0.05,1350,PE,NFO-OPT,NFO
20353794,79507,COALINDIA25SEP330CE,COALINDIA,0.0,2025-09-30,330.0,0.05,1350,CE,NFO-OPT,NFO
20360194,79532,COALINDIA25SEP330PE,COALINDIA,0.0,2025-09-30,330.0,0.05,1350,PE,NFO-OPT,NFO
20352770,79503,COALINDIA25SEP320CE,COALINDIA,0.0,2025-09-30,320.0,0.05,1350,CE,NFO-OPT,NFO
20353538,79506,COALINDIA25SEP320PE,COALINDIA,0.0,2025-09-30,320.0,0.05,1350,PE,NFO-OPT,NFO
20352258,79501,COALINDIA25SEP310CE,COALINDIA,0.0,2025-09-30,310.0,0.05,1350,CE,NFO-OPT,NFO
20352514,79502,COALINDIA25SEP310PE,COALINDIA,0.0,2025-09-30,310.0,0.05,1350,PE,NFO-OPT,NFO
19655938,76781,COALINDIA25OCT380CE,COALINDIA,0.0,2025-10-28,380.0,0.05,1350,CE,NFO-OPT,NFO
19656194,76782,COALINDIA25OCT380PE,COALINDIA,0.0,2025-10-28,380.0,0.05,1350,PE,NFO-OPT,NFO
19654914,76777,COALINDIA25OCT370CE,COALINDIA,0.0,2025-10-28,370.0,0.05,1350,CE,NFO-OPT,NFO
19655170,76778,COALINDIA25OCT370PE,COALINDIA,0.0,2025-10-28,370.0,0.05,1350,PE,NFO-OPT,NFO
19656962,76785,COALINDIA25OCT390CE,COALINDIA,0.0,2025-10-28,390.0,0.05,1350,CE,NFO-OPT,NFO
19657218,76786,COALINDIA25OCT390PE,COALINDIA,0.0,2025-10-28,390.0,0.05,1350,PE,NFO-OPT,NFO
19654402,76775,COALINDIA25OCT360CE,COALINDIA,0.0,2025-10-28,360.0,0.05,1350,CE,NFO-OPT,NFO
19654658,76776,COALINDIA25OCT360PE,COALINDIA,0.0,2025-10-28,360.0,0.05,1350,PE,NFO-OPT,NFO
19657474,76787,COALINDIA25OCT400CE,COALINDIA,0.0,2025-10-28,400.0,0.05,1350,CE,NFO-OPT,NFO
19657730,76788,COALINDIA25OCT400PE,COALINDIA,0.0,2025-10-28,400.0,0.05,1350,PE,NFO-OPT,NFO
19644418,76736,COALINDIA25OCT350CE,COALINDIA,0.0,2025-10-28,350.0,0.05,1350,CE,NFO-OPT,NFO
19644674,76737,COALINDIA25OCT350PE,COALINDIA,0.0,2025-10-28,350.0,0.05,1350,PE,NFO-OPT,NFO
19657986,76789,COALINDIA25OCT410CE,COALINDIA,0.0,2025-10-28,410.0,0.05,1350,CE,NFO-OPT,NFO
19658242,76790,COALINDIA25OCT410PE,COALINDIA,0.0,2025-10-28,410.0,0.05,1350,PE,NFO-OPT,NFO
19643906,76734,COALINDIA25OCT340CE,COALINDIA,0.0,2025-10-28,340.0,0.05,1350,CE,NFO-OPT,NFO
19644162,76735,COALINDIA25OCT340PE,COALINDIA,0.0,2025-10-28,340.0,0.05,1350,PE,NFO-OPT,NFO
19660034,76797,COALINDIA25OCT420CE,COALINDIA,0.0,2025-10-28,420.0,0.05,1350,CE,NFO-OPT,NFO
19660290,76798,COALINDIA25OCT420PE,COALINDIA,0.0,2025-10-28,420.0,0.05,1350,PE,NFO-OPT,NFO
19643394,76732,COALINDIA25OCT330CE,COALINDIA,0.0,2025-10-28,330.0,0.05,1350,CE,NFO-OPT,NFO
19643650,76733,COALINDIA25OCT330PE,COALINDIA,0.0,2025-10-28,330.0,0.05,1350,PE,NFO-OPT,NFO
19642370,76728,COALINDIA25OCT320CE,COALINDIA,0.0,2025-10-28,320.0,0.05,1350,CE,NFO-OPT,NFO
19642626,76729,COALINDIA25OCT320PE,COALINDIA,0.0,2025-10-28,320.0,0.05,1350,PE,NFO-OPT,NFO
19661058,76801,COALINDIA25OCT440CE,COALINDIA,0.0,2025-10-28,440.0,0.05,1350,CE,NFO-OPT,NFO
19661314,76802,COALINDIA25OCT440PE,COALINDIA,0.0,2025-10-28,440.0,0.05,1350,PE,NFO-OPT,NFO
22636290,88423,COFORGE25AUG1600CE,COFORGE,0.0,2025-08-28,1600.0,0.05,375,CE,NFO-OPT,NFO
22636546,88424,COFORGE25AUG1600PE,COFORGE,0.0,2025-08-28,1600.0,0.05,375,PE,NFO-OPT,NFO
20398338,79681,COFORGE25AUG1620CE,COFORGE,0.0,2025-08-28,1620.0,0.05,375,CE,NFO-OPT,NFO
20398594,79682,COFORGE25AUG1620PE,COFORGE,0.0,2025-08-28,1620.0,0.05,375,PE,NFO-OPT,NFO
20388866,79644,COFORGE25AUG1580CE,COFORGE,0.0,2025-08-28,1580.0,0.05,375,CE,NFO-OPT,NFO
20398082,79680,COFORGE25AUG1580PE,COFORGE,0.0,2025-08-28,1580.0,0.05,375,PE,NFO-OPT,NFO
22636802,88425,COFORGE25AUG1640CE,COFORGE,0.0,2025-08-28,1640.0,0.05,375,CE,NFO-OPT,NFO
22637058,88426,COFORGE25AUG1640PE,COFORGE,0.0,2025-08-28,1640.0,0.05,375,PE,NFO-OPT,NFO
22635266,88419,COFORGE25AUG1560CE,COFORGE,0.0,2025-08-28,1560.0,0.05,375,CE,NFO-OPT,NFO
22636034,88422,COFORGE25AUG1560PE,COFORGE,0.0,2025-08-28,1560.0,0.05,375,PE,NFO-OPT,NFO
20398850,79683,COFORGE25AUG1660CE,COFORGE,0.0,2025-08-28,1660.0,0.05,375,CE,NFO-OPT,NFO
20399106,79684,COFORGE25AUG1660PE,COFORGE,0.0,2025-08-28,1660.0,0.05,375,PE,NFO-OPT,NFO
20388354,79642,COFORGE25AUG1540CE,COFORGE,0.0,2025-08-28,1540.0,0.05,375,CE,NFO-OPT,NFO
20388610,79643,COFORGE25AUG1540PE,COFORGE,0.0,2025-08-28,1540.0,0.05,375,PE,NFO-OPT,NFO
22637314,88427,COFORGE25AUG1680CE,COFORGE,0.0,2025-08-28,1680.0,0.05,375,CE,NFO-OPT,NFO
22637570,88428,COFORGE25AUG1680PE,COFORGE,0.0,2025-08-28,1680.0,0.05,375,PE,NFO-OPT,NFO
22634754,88417,COFORGE25AUG1520CE,COFORGE,0.0,2025-08-28,1520.0,0.05,375,CE,NFO-OPT,NFO
22635010,88418,COFORGE25AUG1520PE,COFORGE,0.0,2025-08-28,1520.0,0.05,375,PE,NFO-OPT,NFO
20399362,79685,COFORGE25AUG1700CE,COFORGE,0.0,2025-08-28,1700.0,0.05,375,CE,NFO-OPT,NFO
20400898,79691,COFORGE25AUG1700PE,COFORGE,0.0,2025-08-28,1700.0,0.05,375,PE,NFO-OPT,NFO
20387842,79640,COFORGE25AUG1500CE,COFORGE,0.0,2025-08-28,1500.0,0.05,375,CE,NFO-OPT,NFO
20388098,79641,COFORGE25AUG1500PE,COFORGE,0.0,2025-08-28,1500.0,0.05,375,PE,NFO-OPT,NFO
22637826,88429,COFORGE25AUG1720CE,COFORGE,0.0,2025-08-28,1720.0,0.05,375,CE,NFO-OPT,NFO
22638338,88431,COFORGE25AUG1720PE,COFORGE,0.0,2025-08-28,1720.0,0.05,375,PE,NFO-OPT,NFO
22634242,88415,COFORGE25AUG1480CE,COFORGE,0.0,2025-08-28,1480.0,0.05,375,CE,NFO-OPT,NFO
22634498,88416,COFORGE25AUG1480PE,COFORGE,0.0,2025-08-28,1480.0,0.05,375,PE,NFO-OPT,NFO
20401154,79692,COFORGE25AUG1740CE,COFORGE,0.0,2025-08-28,1740.0,0.05,375,CE,NFO-OPT,NFO
20401410,79693,COFORGE25AUG1740PE,COFORGE,0.0,2025-08-28,1740.0,0.05,375,PE,NFO-OPT,NFO
20387330,79638,COFORGE25AUG1460CE,COFORGE,0.0,2025-08-28,1460.0,0.05,375,CE,NFO-OPT,NFO
20387586,79639,COFORGE25AUG1460PE,COFORGE,0.0,2025-08-28,1460.0,0.05,375,PE,NFO-OPT,NFO
22638850,88433,COFORGE25AUG1760PE,COFORGE,0.0,2025-08-28,1760.0,0.05,375,PE,NFO-OPT,NFO
22649858,88476,COFORGE25AUG2240CE,COFORGE,0.0,2025-08-28,2240.0,0.05,375,CE,NFO-OPT,NFO
22649346,88474,COFORGE25AUG2200CE,COFORGE,0.0,2025-08-28,2200.0,0.05,375,CE,NFO-OPT,NFO
22649602,88475,COFORGE25AUG2200PE,COFORGE,0.0,2025-08-28,2200.0,0.05,375,PE,NFO-OPT,NFO
20406274,79712,COFORGE25AUG2140CE,COFORGE,0.0,2025-08-28,2140.0,0.05,375,CE,NFO-OPT,NFO
20405762,79710,COFORGE25AUG2100CE,COFORGE,0.0,2025-08-28,2100.0,0.05,375,CE,NFO-OPT,NFO
20406018,79711,COFORGE25AUG2100PE,COFORGE,0.0,2025-08-28,2100.0,0.05,375,PE,NFO-OPT,NFO
22646786,88464,COFORGE25AUG2080CE,COFORGE,0.0,2025-08-28,2080.0,0.05,375,CE,NFO-OPT,NFO
22646274,88462,COFORGE25AUG2040CE,COFORGE,0.0,2025-08-28,2040.0,0.05,375,CE,NFO-OPT,NFO
22646530,88463,COFORGE25AUG2040PE,COFORGE,0.0,2025-08-28,2040.0,0.05,375,PE,NFO-OPT,NFO
20404994,79707,COFORGE25AUG2020PE,COFORGE,0.0,2025-08-28,2020.0,0.05,375,PE,NFO-OPT,NFO
22645762,88460,COFORGE25AUG2000CE,COFORGE,0.0,2025-08-28,2000.0,0.05,375,CE,NFO-OPT,NFO
22646018,88461,COFORGE25AUG2000PE,COFORGE,0.0,2025-08-28,2000.0,0.05,375,PE,NFO-OPT,NFO
20404226,79704,COFORGE25AUG1980CE,COFORGE,0.0,2025-08-28,1980.0,0.05,375,CE,NFO-OPT,NFO
20404482,79705,COFORGE25AUG1980PE,COFORGE,0.0,2025-08-28,1980.0,0.05,375,PE,NFO-OPT,NFO
22645250,88458,COFORGE25AUG1960CE,COFORGE,0.0,2025-08-28,1960.0,0.05,375,CE,NFO-OPT,NFO
22645506,88459,COFORGE25AUG1960PE,COFORGE,0.0,2025-08-28,1960.0,0.05,375,PE,NFO-OPT,NFO
20403714,79702,COFORGE25AUG1940CE,COFORGE,0.0,2025-08-28,1940.0,0.05,375,CE,NFO-OPT,NFO
20403970,79703,COFORGE25AUG1940PE,COFORGE,0.0,2025-08-28,1940.0,0.05,375,PE,NFO-OPT,NFO
22644738,88456,COFORGE25AUG1920CE,COFORGE,0.0,2025-08-28,1920.0,0.05,375,CE,NFO-OPT,NFO
